,Date_of_Journey,Route,Dep_Time,Arrival_Time,Duration,Additional_Info,Price,Airline_en,Source_en,Destination_en,Route_en,Additional_Info_en,Total_Stops_en,Duration_en,Dep_Time_Full,Arr_Time_Full,Date_of_Journey_Timestamp,Date_of_Journey_Dayname,Date_of_Journey_Dayname_en,Weekday_vs_Weekend,Departure_Hour,Departure_Minute,Arrival_Hour,Arrival_Minute,Part_of_Day,Part_of_Day_en,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Total_Stops_1 stop,Total_Stops_2 stops,Total_Stops_3 stops,Total_Stops_4 stops,Total_Stops_non-stop
660,2019-04-09,DEL → BOM → COK,17:30,12:35 10 Apr,19h 5m,Null,11822,4,2,1,104,7,0,1145,2019-04-09 17:30:00,2019-10-04 12:35:00,1554768000.0,Tuesday,5,1,17,30,12,35,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
661,2019-03-27,DEL → BOM → COK,21:50,04:25 28 Mar,6h 35m,In-flight meal not included,6017,4,2,1,104,5,0,395,2019-03-27 21:50:00,2019-03-28 04:25:00,1553644800.0,Wednesday,6,1,21,50,4,25,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
662,2019-06-09,DEL → BOM → COK,11:30,19:00,7h 30m,Null,14714,4,2,1,104,7,0,450,2019-06-09 11:30:00,2019-06-09 19:00:00,1560038400.0,Sunday,3,0,11,30,19,0,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
663,2019-06-09,MAA → CCU,08:20,10:35,2h 15m,Null,3597,8,1,4,127,7,4,135,2019-06-09 08:20:00,2019-06-09 10:35:00,1560038400.0,Sunday,3,0,8,20,10,35,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
664,2019-04-24,BLR → DEL,11:10,13:55,2h 45m,Null,3383,0,0,2,18,7,4,165,2019-04-24 11:10:00,2019-04-24 13:55:00,1556064000.0,Wednesday,6,1,11,10,13,55,Morning,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
665,2019-05-18,CCU → BOM → GOI → BLR,16:50,05:35 19 May,12h 45m,Null,11642,1,3,0,68,7,1,765,2019-05-18 16:50:00,2019-05-19 05:35:00,1558137600.0,Saturday,2,0,16,50,5,35,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
666,2019-04-27,BLR → DEL,21:00,23:50,2h 50m,Null,5403,10,0,2,18,7,4,170,2019-04-27 21:00:00,2019-04-27 23:50:00,1556323200.0,Saturday,2,0,21,0,23,50,Night,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
667,2019-03-03,DEL → AMD → BOM → COK,16:40,19:15 04 Mar,26h 35m,Null,14221,1,2,1,97,7,1,1595,2019-03-03 16:40:00,2019-04-03 19:15:00,1551571200.0,Sunday,3,0,16,40,19,15,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
668,2019-05-18,CCU → BOM → BLR,21:10,10:05 19 May,12h 55m,In-flight meal not included,8586,4,3,0,66,5,0,775,2019-05-18 21:10:00,2019-05-19 10:05:00,1558137600.0,Saturday,2,0,21,10,10,5,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
669,2019-06-12,BOM → HYD,09:10,10:40,1h 30m,Null,4049,3,4,3,48,7,4,90,2019-06-12 09:10:00,2019-06-12 10:40:00,1560297600.0,Wednesday,6,1,9,10,10,40,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
670,2019-06-03,DEL → BOM → COK,19:45,04:25 04 Jun,8h 40m,In-flight meal not included,10262,4,2,1,104,5,0,520,2019-06-03 19:45:00,2019-04-06 04:25:00,1559520000.0,Monday,1,1,19,45,4,25,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
671,2019-05-21,DEL → BOM → COK,07:00,21:00,14h,Null,7888,6,2,1,104,7,0,840,2019-05-21 07:00:00,2019-05-21 21:00:00,1558396800.0,Tuesday,5,1,7,0,21,0,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
672,2019-03-21,DEL → AMD → BOM → COK,19:45,19:15 22 Mar,23h 30m,Null,8236,1,2,1,97,7,1,1410,2019-03-21 19:45:00,2019-03-22 19:15:00,1553126400.0,Thursday,4,1,19,45,19,15,Evening,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
673,2019-06-06,DEL → UDR → BOM → COK,13:20,19:15 07 Jun,29h 55m,Null,12961,1,2,1,126,7,1,1795,2019-06-06 13:20:00,2019-07-06 19:15:00,1559779200.0,Thursday,4,1,13,20,19,15,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
674,2019-05-09,CCU → BOM → BLR,06:30,04:40 10 May,22h 10m,In-flight meal not included,8586,4,3,0,66,5,0,1330,2019-05-09 06:30:00,2019-10-05 04:40:00,1557360000.0,Thursday,4,1,6,30,4,40,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
675,2019-05-18,CCU → MAA → BLR,08:10,13:00,4h 50m,Null,5279,3,3,0,90,7,0,290,2019-05-18 08:10:00,2019-05-18 13:00:00,1558137600.0,Saturday,2,0,8,10,13,0,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
676,2019-06-18,BLR → DEL,20:55,23:40,2h 45m,Null,3419,2,0,2,18,7,4,165,2019-06-18 20:55:00,2019-06-18 23:40:00,1560816000.0,Tuesday,5,1,20,55,23,40,Evening,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
677,2019-06-15,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,Null,13292,4,2,1,113,7,1,810,2019-06-15 05:30:00,2019-06-15 19:00:00,1560556800.0,Saturday,2,0,5,30,19,0,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
678,2019-05-15,CCU → DEL → BLR,20:25,09:45 16 May,13h 20m,Null,13067,4,3,0,73,7,0,800,2019-05-15 20:25:00,2019-05-16 09:45:00,1557878400.0,Wednesday,6,1,20,25,9,45,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
679,2019-05-03,MAA → CCU,13:15,15:35,2h 20m,Null,3597,3,1,4,127,7,4,140,2019-05-03 13:15:00,2019-05-03 15:35:00,1556841600.0,Friday,0,1,13,15,15,35,Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
680,2019-05-18,DEL → BOM → COK,07:05,19:00,11h 55m,Null,15554,4,2,1,104,7,0,715,2019-05-18 07:05:00,2019-05-18 19:00:00,1558137600.0,Saturday,2,0,7,5,19,0,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
681,2019-05-15,DEL → BLR → COK,17:05,22:15,5h 10m,Null,6027,3,2,1,103,7,0,310,2019-05-15 17:05:00,2019-05-15 22:15:00,1557878400.0,Wednesday,6,1,17,5,22,15,Evening,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
682,2019-05-09,CCU → BOM → BLR,06:30,18:15,11h 45m,Null,14781,4,3,0,66,7,0,705,2019-05-09 06:30:00,2019-05-09 18:15:00,1557360000.0,Thursday,4,1,6,30,18,15,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
683,2019-06-01,DEL → NAG → BOM → COK,14:35,04:25 02 Jun,13h 50m,Null,13376,4,2,1,122,7,1,830,2019-06-01 14:35:00,2019-02-06 04:25:00,1559347200.0,Saturday,2,0,14,35,4,25,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
684,2019-05-27,BLR → DEL,21:15,00:15 28 May,3h,Null,3943,3,0,2,18,7,4,180,2019-05-27 21:15:00,2019-05-28 00:15:00,1558915200.0,Monday,1,1,21,15,0,15,Night,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
685,2019-06-12,DEL → AMD → COK,07:25,13:35,6h 10m,Null,5842,2,2,1,98,7,0,370,2019-06-12 07:25:00,2019-06-12 13:35:00,1560297600.0,Wednesday,6,1,7,25,13,35,Morning,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
686,2019-03-15,MAA → CCU,05:15,07:35,2h 20m,Null,4326,3,1,4,127,7,4,140,2019-03-15 05:15:00,2019-03-15 07:35:00,1552608000.0,Friday,0,1,5,15,7,35,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
687,2019-06-01,DEL → BOM → COK,08:30,19:15,10h 45m,Null,8937,6,2,1,104,7,0,645,2019-06-01 08:30:00,2019-06-01 19:15:00,1559347200.0,Saturday,2,0,8,30,19,15,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
688,2019-03-21,MAA → CCU,11:40,13:55,2h 15m,Null,3670,1,1,4,127,7,4,135,2019-03-21 11:40:00,2019-03-21 13:55:00,1553126400.0,Thursday,4,1,11,40,13,55,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
689,2019-06-18,BLR → DEL,18:25,21:20,2h 55m,Null,4823,3,0,2,18,7,4,175,2019-06-18 18:25:00,2019-06-18 21:20:00,1560816000.0,Tuesday,5,1,18,25,21,20,Evening,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
690,2019-04-03,BOM → HYD,19:35,21:05,1h 30m,In-flight meal not included,2071,4,4,3,48,5,4,90,2019-04-03 19:35:00,2019-04-03 21:05:00,1554249600.0,Wednesday,6,1,19,35,21,5,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
691,2019-06-27,DEL → HYD → COK,14:55,22:30,7h 35m,In-flight meal not included,6093,6,2,1,111,5,0,455,2019-06-27 14:55:00,2019-06-27 22:30:00,1561593600.0,Thursday,4,1,14,55,22,30,Afternoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
692,2019-03-24,CCU → DEL → BLR,20:20,22:55 25 Mar,26h 35m,Null,11682,10,3,0,73,7,0,1595,2019-03-24 20:20:00,2019-03-25 22:55:00,1553385600.0,Sunday,3,0,20,20,22,55,Evening,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
693,2019-03-03,BLR → LKO → DEL,05:25,10:10,4h 45m,Null,7774,3,0,5,27,7,0,285,2019-03-03 05:25:00,2019-03-03 10:10:00,1551571200.0,Sunday,3,0,5,25,10,10,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
694,2019-05-12,CCU → DEL → BLR,17:00,14:25 13 May,21h 25m,Null,13067,4,3,0,73,7,0,1285,2019-05-12 17:00:00,2019-05-13 14:25:00,1557619200.0,Sunday,3,0,17,0,14,25,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
695,2019-05-27,DEL → HYD → COK,07:35,16:10,8h 35m,Null,7514,3,2,1,111,7,0,515,2019-05-27 07:35:00,2019-05-27 16:10:00,1558915200.0,Monday,1,1,7,35,16,10,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
696,2019-04-09,DEL → BOM → COK,17:00,01:30 10 Apr,8h 30m,Null,6838,6,2,1,104,7,0,510,2019-04-09 17:00:00,2019-10-04 01:30:00,1554768000.0,Tuesday,5,1,17,0,1,30,Evening,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
697,2019-03-18,MAA → CCU,13:20,15:35,2h 15m,Null,3858,3,1,4,127,7,4,135,2019-03-18 13:20:00,2019-03-18 15:35:00,1552867200.0,Monday,1,1,13,20,15,35,Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
698,2019-06-15,DEL → BOM → COK,12:50,01:30 16 Jun,12h 40m,Null,6795,6,2,1,104,7,0,760,2019-06-15 12:50:00,2019-06-16 01:30:00,1560556800.0,Saturday,2,0,12,50,1,30,Afternoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
699,2019-05-27,DEL → ATQ → BOM → COK,20:00,04:25 28 May,8h 25m,Null,16263,4,2,1,99,7,1,505,2019-05-27 20:00:00,2019-05-28 04:25:00,1558915200.0,Monday,1,1,20,0,4,25,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
700,2019-05-09,CCU → BOM → BLR,16:50,18:30 10 May,25h 40m,Null,8576,1,3,0,66,7,0,1540,2019-05-09 16:50:00,2019-10-05 18:30:00,1557360000.0,Thursday,4,1,16,50,18,30,Afternoon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
701,2019-05-06,BLR → DEL,10:00,12:45,2h 45m,Null,5228,1,0,2,18,7,4,165,2019-05-06 10:00:00,2019-05-06 12:45:00,1557100800.0,Monday,1,1,10,0,12,45,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
702,2019-05-01,DEL → AMD → BOM → COK,23:05,04:25 03 May,29h 20m,Null,16704,4,2,1,97,7,1,1760,2019-05-01 23:05:00,2019-03-05 04:25:00,1556668800.0,Wednesday,6,1,23,5,4,25,Night,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
703,2019-03-24,CCU → BLR,20:25,23:05,2h 40m,Null,8872,3,3,0,64,7,4,160,2019-03-24 20:25:00,2019-03-24 23:05:00,1553385600.0,Sunday,3,0,20,25,23,5,Evening,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
704,2019-05-03,BLR → DEL,11:40,14:30,2h 50m,Null,3898,2,0,2,18,7,4,170,2019-05-03 11:40:00,2019-05-03 14:30:00,1556841600.0,Friday,0,1,11,40,14,30,Morning,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
705,2019-03-21,MAA → CCU,17:45,20:05,2h 20m,No check-in baggage included,3332,8,1,4,127,6,4,140,2019-03-21 17:45:00,2019-03-21 20:05:00,1553126400.0,Thursday,4,1,17,45,20,5,Evening,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
706,2019-05-21,CCU → GAU → BLR,10:20,17:35,7h 15m,In-flight meal not included,5608,4,3,0,77,5,0,435,2019-05-21 10:20:00,2019-05-21 17:35:00,1558396800.0,Tuesday,5,1,10,20,17,35,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
707,2019-05-09,CCU → BOM → BLR,08:25,04:40 10 May,20h 15m,Null,13941,4,3,0,66,7,0,1215,2019-05-09 08:25:00,2019-10-05 04:40:00,1557360000.0,Thursday,4,1,8,25,4,40,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
708,2019-03-21,DEL → BOM → COK,07:30,19:15,11h 45m,Null,9100,6,2,1,104,7,0,705,2019-03-21 07:30:00,2019-03-21 19:15:00,1553126400.0,Thursday,4,1,7,30,19,15,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
709,2019-06-15,BLR → DEL,17:00,19:35,2h 35m,Null,4878,10,0,2,18,7,4,155,2019-06-15 17:00:00,2019-06-15 19:35:00,1560556800.0,Saturday,2,0,17,0,19,35,Evening,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
710,2019-06-01,DEL → BOM → COK,07:30,21:00,13h 30m,Null,6416,3,2,1,104,7,0,810,2019-06-01 07:30:00,2019-06-01 21:00:00,1559347200.0,Saturday,2,0,7,30,21,0,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
711,2019-05-12,BOM → HYD,05:45,07:15,1h 30m,Null,2017,8,4,3,48,7,4,90,2019-05-12 05:45:00,2019-05-12 07:15:00,1557619200.0,Sunday,3,0,5,45,7,15,Morning,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
712,2019-03-27,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,Null,10976,4,2,1,97,7,1,1475,2019-03-27 19:10:00,2019-03-28 19:45:00,1553644800.0,Wednesday,6,1,19,10,19,45,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
713,2019-03-24,CCU → BOM → BLR,19:45,16:20 25 Mar,20h 35m,In-flight meal not included,10031,4,3,0,66,5,0,1235,2019-03-24 19:45:00,2019-03-25 16:20:00,1553385600.0,Sunday,3,0,19,45,16,20,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
714,2019-03-18,CCU → BLR,05:30,08:20,2h 50m,Null,4462,3,3,0,64,7,4,170,2019-03-18 05:30:00,2019-03-18 08:20:00,1552867200.0,Monday,1,1,5,30,8,20,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
715,2019-04-01,DEL → HYD → COK,07:35,12:10,4h 35m,Null,5073,3,2,1,111,7,0,275,2019-04-01 07:35:00,2019-04-01 12:10:00,1554076800.0,Monday,1,1,7,35,12,10,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
716,2019-03-27,MAA → CCU,05:15,07:35,2h 20m,Null,4326,3,1,4,127,7,4,140,2019-03-27 05:15:00,2019-03-27 07:35:00,1553644800.0,Wednesday,6,1,5,15,7,35,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
717,2019-03-21,DEL → BOM → COK,07:30,19:15,11h 45m,Null,10161,7,2,1,104,7,0,705,2019-03-21 07:30:00,2019-03-21 19:15:00,1553126400.0,Thursday,4,1,7,30,19,15,Morning,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
718,2019-06-12,BOM → HYD,16:55,18:25,1h 30m,Null,3175,3,4,3,48,7,4,90,2019-06-12 16:55:00,2019-06-12 18:25:00,1560297600.0,Wednesday,6,1,16,55,18,25,Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
719,2019-03-24,CCU → DEL → BLR,20:20,09:10 25 Mar,12h 50m,Null,12312,10,3,0,73,7,0,770,2019-03-24 20:20:00,2019-03-25 09:10:00,1553385600.0,Sunday,3,0,20,20,9,10,Evening,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
720,2019-03-21,DEL → UDR → BOM → COK,18:20,18:50 22 Mar,24h 30m,Null,12604,4,2,1,126,7,1,1470,2019-03-21 18:20:00,2019-03-22 18:50:00,1553126400.0,Thursday,4,1,18,20,18,50,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
721,2019-06-15,DEL → BOM → COK,07:30,19:00,11h 30m,Null,10877,6,2,1,104,7,0,690,2019-06-15 07:30:00,2019-06-15 19:00:00,1560556800.0,Saturday,2,0,7,30,19,0,Morning,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
722,2019-05-18,CCU → MAA → BLR,06:20,10:20,4h,Null,4226,3,3,0,90,7,0,240,2019-05-18 06:20:00,2019-05-18 10:20:00,1558137600.0,Saturday,2,0,6,20,10,20,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
723,2019-04-06,DEL → BOM → COK,08:00,19:00,11h,In-flight meal not included,5406,4,2,1,104,5,0,660,2019-04-06 08:00:00,2019-04-06 19:00:00,1554508800.0,Saturday,2,0,8,0,19,0,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
724,2019-05-15,DEL → MAA → COK,02:00,07:25,5h 25m,Null,8618,3,2,1,121,7,0,325,2019-05-15 02:00:00,2019-05-15 07:25:00,1557878400.0,Wednesday,6,1,2,0,7,25,Night,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
725,2019-04-18,CCU → BLR,17:15,19:50,2h 35m,Null,4174,3,3,0,64,7,4,155,2019-04-18 17:15:00,2019-04-18 19:50:00,1555545600.0,Thursday,4,1,17,15,19,50,Evening,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
726,2019-06-01,DEL → BOM → COK,14:25,19:35,5h 10m,Null,10651,2,2,1,104,7,0,310,2019-06-01 14:25:00,2019-06-01 19:35:00,1559347200.0,Saturday,2,0,14,25,19,35,Afternoon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
727,2019-03-21,DEL → BOM → COK,18:15,04:25 22 Mar,10h 10m,In-flight meal not included,5963,4,2,1,104,5,0,610,2019-03-21 18:15:00,2019-03-22 04:25:00,1553126400.0,Thursday,4,1,18,15,4,25,Evening,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
728,2019-06-12,DEL → JAI → BOM → COK,09:40,12:35 13 Jun,26h 55m,In-flight meal not included,10368,4,2,1,116,5,1,1615,2019-06-12 09:40:00,2019-06-13 12:35:00,1560297600.0,Wednesday,6,1,9,40,12,35,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
729,2019-03-06,BOM → GOI → HYD,15:45,23:00,7h 15m,Null,7681,3,4,3,46,7,0,435,2019-03-06 15:45:00,2019-03-06 23:00:00,1551830400.0,Wednesday,6,1,15,45,23,0,Afternoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
730,2019-05-21,DEL → BOM → COK,12:50,21:00,8h 10m,Null,7485,6,2,1,104,7,0,490,2019-05-21 12:50:00,2019-05-21 21:00:00,1558396800.0,Tuesday,5,1,12,50,21,0,Afternoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
731,2019-04-03,BLR → DEL,15:15,18:10,2h 55m,In-flight meal not included,4544,4,0,2,18,5,4,175,2019-04-03 15:15:00,2019-04-03 18:10:00,1554249600.0,Wednesday,6,1,15,15,18,10,Afternoon,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
732,2019-04-15,CCU → MAA → BLR,15:05,20:20,5h 15m,Null,4649,8,3,0,90,7,0,315,2019-04-15 15:05:00,2019-04-15 20:20:00,1555286400.0,Monday,1,1,15,5,20,20,Afternoon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
733,2019-05-12,MAA → CCU,17:45,20:05,2h 20m,Null,11982,10,1,4,127,7,4,140,2019-05-12 17:45:00,2019-05-12 20:05:00,1557619200.0,Sunday,3,0,17,45,20,5,Evening,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
734,2019-06-24,BOM → HYD,07:05,08:30,1h 25m,In-flight meal not included,4995,4,4,3,48,5,4,85,2019-06-24 07:05:00,2019-06-24 08:30:00,1561334400.0,Monday,1,1,7,5,8,30,Morning,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
735,2019-05-09,CCU → MAA → BLR,08:10,13:00,4h 50m,Null,5069,3,3,0,90,7,0,290,2019-05-09 08:10:00,2019-05-09 13:00:00,1557360000.0,Thursday,4,1,8,10,13,0,Morning,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
736,2019-06-01,CCU → BLR,22:20,00:40 02 Jun,2h 20m,Null,3873,8,3,0,64,7,4,140,2019-06-01 22:20:00,2019-02-06 00:40:00,1559347200.0,Saturday,2,0,22,20,0,40,Night,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
737,2019-04-27,CCU → BLR,22:20,00:40 28 Apr,2h 20m,Null,3873,8,3,0,64,7,4,140,2019-04-27 22:20:00,2019-04-28 00:40:00,1556323200.0,Saturday,2,0,22,20,0,40,Night,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
738,2019-05-27,DEL → BLR → COK,09:45,23:00,13h 15m,Null,8907,1,2,1,103,7,0,795,2019-05-27 09:45:00,2019-05-27 23:00:00,1558915200.0,Monday,1,1,9,45,23,0,Morning,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
